  <print>Using Component 'Rigid Bodies'</print>
  <print>maximum rigid angular velocity = 27.3819 (8)</print>
  <print>TIME = 6.625</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 6.625</print>
  <print>maximum rigid linear velocity = 10.8749 (1)</print>
  <print>maximum rigid angular velocity = 27.3819 (8)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 6.625</print>
  <print>maximum rigid linear velocity = 11.0726 (1)</print>
  <print>maximum rigid angular velocity = 27.3637 (8)</print>
  <print>TIME = 6.66667</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 6.66667</print>
  <print>maximum rigid linear velocity = 11.2705 (1)</print>
  <print>maximum rigid angular velocity = 27.3637 (8)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 6.66667</print>
  <print>maximum rigid linear velocity = 11.4687 (1)</print>
  <print>maximum rigid angular velocity = 27.2387 (8)</print>
  <print>TIME = 6.70833</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 6.70833</print>
  <print>maximum rigid linear velocity = 11.6671 (1)</print>
  <print>maximum rigid angular velocity = 27.2387 (8)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 6.70833</print>
  <print>maximum rigid linear velocity = 11.8656 (1)</print>
  <print>maximum rigid angular velocity = 27.1094 (8)</print>
  <print>TIME = 6.75</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 6.75</print>
  <print>maximum rigid linear velocity = 12.0643 (1)</print>
  <print>maximum rigid angular velocity = 27.1094 (8)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 6.75</print>
  <print>maximum rigid linear velocity = 12.2633 (1)</print>
  <print>maximum rigid angular velocity = 27.0085 (8)</print>
  <print>TIME = 6.79167</print>
  <scope name="CG"><time value="0.000050"/></scope>
  <print>time = 6.79167</print>
  <print>maximum rigid linear velocity = 12.4623 (1)</print>
  <print>maximum rigid angular velocity = 27.0085 (8)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 6.79167</print>
  <print>maximum rigid linear velocity = 12.6616 (1)</print>
  <print>maximum rigid angular velocity = 26.8137 (8)</print>
  <print>TIME = 6.83333</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 6.83333</print>
  <print>maximum rigid linear velocity = 12.861 (1)</print>
  <print>maximum rigid angular velocity = 26.8137 (8)</print>
  <scope name="CG"><time value="0.000124"/></scope>
  <print>time = 6.83333</print>
  <print>maximum rigid linear velocity = 13.0605 (1)</print>
  <print>maximum rigid angular velocity = 26.1826 (8)</print>
  <print>TIME = 6.875</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 6.875</print>
  <print>maximum rigid linear velocity = 13.2602 (1)</print>
  <print>maximum rigid angular velocity = 26.1826 (8)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 6.875</print>
  <print>maximum rigid linear velocity = 13.4601 (1)</print>
  <print>maximum rigid angular velocity = 25.4623 (8)</print>
  <print>TIME = 6.91667</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 6.91667</print>
  <print>maximum rigid linear velocity = 13.66 (1)</print>
  <print>maximum rigid angular velocity = 25.4623 (8)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 6.91667</print>
  <print>maximum rigid linear velocity = 13.8601 (1)</print>
  <print>maximum rigid angular velocity = 25.0139 (8)</print>
  <print>TIME = 6.95833</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 6.95833</print>
  <print>maximum rigid linear velocity = 14.0603 (1)</print>
  <print>maximum rigid angular velocity = 25.0139 (8)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 6.95833</print>
  <print>maximum rigid linear velocity = 14.2606 (1)</print>
  <print>maximum rigid angular velocity = 24.0306 (9)</print>
  <print>TIME = 7</print>
  <scope name="CG"><time value="0.000042"/></scope>
  <print>time = 7</print>
  <print>maximum rigid linear velocity = 14.461 (1)</print>
  <print>maximum rigid angular velocity = 24.0306 (9)</print>
  <scope name="CG"><time value="0.000118"/></scope>
  <print>time = 7</print>
  <print>maximum rigid linear velocity = 12.9798 (1)</print>
  <print>maximum rigid angular velocity = 23.9323 (9)</print>
  <print>TIME = 7.04167</print>
  <scope name="CG"><time value="0.000047"/></scope>
  <print>time = 7.04167</print>
  <print>maximum rigid linear velocity = 13.1813 (1)</print>
  <print>maximum rigid angular velocity = 23.9323 (9)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 7.04167</print>
  <print>maximum rigid linear velocity = 3.95595 (2)</print>
  <print>maximum rigid angular velocity = 23.8341 (9)</print>
  <print>TIME = 7.08333</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 7.08333</print>
  <print>maximum rigid linear velocity = 3.93675 (2)</print>
  <print>maximum rigid angular velocity = 23.8341 (9)</print>
  <scope name="CG"><time value="0.000161"/></scope>
  <print>time = 7.08333</print>
  <print>maximum rigid linear velocity = 3.78841 (2)</print>
  <print>maximum rigid angular velocity = 23.7467 (9)</print>
  <print>TIME = 7.125</print>
  <scope name="CG"><time value="0.000056"/></scope>
  <print>time = 7.125</print>
  <print>maximum rigid linear velocity = 3.81285 (2)</print>
  <print>maximum rigid angular velocity = 23.7467 (9)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 7.125</print>
  <print>maximum rigid linear velocity = 3.7565 (8)</print>
  <print>maximum rigid angular velocity = 23.7207 (9)</print>
  <print>TIME = 7.16667</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 7.16667</print>
  <print>maximum rigid linear velocity = 3.84082 (8)</print>
  <print>maximum rigid angular velocity = 23.7207 (9)</print>
  <scope name="CG"><time value="0.000126"/></scope>
  <print>time = 7.16667</print>
  <print>maximum rigid linear velocity = 3.85358 (8)</print>
  <print>maximum rigid angular velocity = 23.6946 (9)</print>
  <print>TIME = 7.20833</print>
  <scope name="CG"><time value="0.000047"/></scope>
  <print>time = 7.20833</print>
  <print>maximum rigid linear velocity = 3.95518 (8)</print>
  <print>maximum rigid angular velocity = 23.6946 (9)</print>
  <scope name="CG"><time value="0.000126"/></scope>
  <print>time = 7.20833</print>
  <print>maximum rigid linear velocity = 3.98328 (8)</print>
  <print>maximum rigid angular velocity = 23.5782 (9)</print>
  <print>TIME = 7.25</print>
  <scope name="CG"><time value="0.000049"/></scope>
  <print>time = 7.25</print>
  <print>maximum rigid linear velocity = 4.10182 (8)</print>
  <print>maximum rigid angular velocity = 23.5783 (9)</print>
  <scope name="CG"><time value="0.000133"/></scope>
  <print>time = 7.25</print>
  <print>maximum rigid linear velocity = 4.16658 (8)</print>
  <print>maximum rigid angular velocity = 40.2454 (6)</print>
  <print>TIME = 7.29167</print>
  <scope name="CG"><time value="0.000049"/></scope>
  <print>time = 7.29167</print>
  <print>maximum rigid linear velocity = 4.29999 (8)</print>
  <print>maximum rigid angular velocity = 40.2454 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 7.29167</print>
  <print>maximum rigid linear velocity = 4.36699 (8)</print>
  <print>maximum rigid angular velocity = 45.3546 (6)</print>
  <print>TIME = 7.33333</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 7.33333</print>
  <print>maximum rigid linear velocity = 4.51238 (8)</print>
  <print>maximum rigid angular velocity = 45.3546 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 7.33333</print>
  <print>maximum rigid linear velocity = 4.57683 (8)</print>
  <print>maximum rigid angular velocity = 66.666 (6)</print>
  <print>TIME = 7.375</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 7.375</print>
  <print>maximum rigid linear velocity = 4.73242 (8)</print>
  <print>maximum rigid angular velocity = 66.666 (6)</print>
  <scope name="CG"><time value="0.000124"/></scope>
  <print>time = 7.375</print>
  <print>maximum rigid linear velocity = 4.18246 (8)</print>
  <print>maximum rigid angular velocity = 66.4335 (6)</print>
  <print>TIME = 7.41667</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 7.41667</print>
  <print>maximum rigid linear velocity = 4.32366 (8)</print>
  <print>maximum rigid angular velocity = 66.4335 (6)</print>
  <scope name="CG"><time value="0.000129"/></scope>
  <print>time = 7.41667</print>
  <print>maximum rigid linear velocity = 4.23715 (8)</print>
  <print>maximum rigid angular velocity = 68.9615 (6)</print>
  <print>TIME = 7.45833</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 7.45833</print>
  <print>maximum rigid linear velocity = 4.38437 (8)</print>
  <print>maximum rigid angular velocity = 68.9616 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 7.45833</print>
  <print>maximum rigid linear velocity = 4.45947 (4)</print>
  <print>maximum rigid angular velocity = 68.8518 (6)</print>
  <print>TIME = 7.5</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 7.5</print>
  <print>maximum rigid linear velocity = 4.55094 (4)</print>
  <print>maximum rigid angular velocity = 68.8518 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 7.5</print>
  <print>maximum rigid linear velocity = 4.6673 (4)</print>
  <print>maximum rigid angular velocity = 74.3376 (6)</print>
  <print>TIME = 7.54167</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 7.54167</print>
  <print>maximum rigid linear velocity = 4.77023 (4)</print>
  <print>maximum rigid angular velocity = 74.3376 (6)</print>
  <scope name="CG"><time value="0.000121"/></scope>
  <print>time = 7.54167</print>
  <print>maximum rigid linear velocity = 5.05385 (4)</print>
  <print>maximum rigid angular velocity = 94.6014 (6)</print>
  <print>TIME = 7.58333</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 7.58333</print>
  <print>maximum rigid linear velocity = 5.17074 (4)</print>
  <print>maximum rigid angular velocity = 94.6014 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 7.58333</print>
  <print>maximum rigid linear velocity = 5.4447 (4)</print>
  <print>maximum rigid angular velocity = 93.7394 (6)</print>
  <print>TIME = 7.625</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 7.625</print>
  <print>maximum rigid linear velocity = 5.57432 (4)</print>
  <print>maximum rigid angular velocity = 93.7393 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 7.625</print>
  <print>maximum rigid linear velocity = 5.855 (4)</print>
  <print>maximum rigid angular velocity = 93.7182 (6)</print>
  <print>TIME = 7.66667</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 7.66667</print>
  <print>maximum rigid linear velocity = 5.99533 (4)</print>
  <print>maximum rigid angular velocity = 93.7182 (6)</print>
  <scope name="CG"><time value="0.000125"/></scope>
  <print>time = 7.66667</print>
  <print>maximum rigid linear velocity = 6.27562 (4)</print>
  <print>maximum rigid angular velocity = 91.6207 (6)</print>
  <print>TIME = 7.70833</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 7.70833</print>
  <print>maximum rigid linear velocity = 6.42517 (4)</print>
  <print>maximum rigid angular velocity = 91.6207 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 7.70833</print>
  <print>maximum rigid linear velocity = 6.30964 (4)</print>
  <print>maximum rigid angular velocity = 90.8592 (6)</print>
  <print>TIME = 7.75</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 7.75</print>
  <print>maximum rigid linear velocity = 6.46672 (4)</print>
  <print>maximum rigid angular velocity = 90.8592 (6)</print>
  <scope name="CG"><time value="0.000124"/></scope>
  <print>time = 7.75</print>
  <print>maximum rigid linear velocity = 6.28463 (4)</print>
  <print>maximum rigid angular velocity = 89.2073 (6)</print>
  <print>TIME = 7.79167</print>
  <scope name="CG"><time value="0.000047"/></scope>
  <print>time = 7.79167</print>
  <print>maximum rigid linear velocity = 6.44994 (4)</print>
  <print>maximum rigid angular velocity = 89.2073 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 7.79167</print>
  <print>maximum rigid linear velocity = 4.71931 (4)</print>
  <print>maximum rigid angular velocity = 92.5815 (6)</print>
  <print>TIME = 7.83333</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 7.83333</print>
  <print>maximum rigid linear velocity = 4.83846 (4)</print>
  <print>maximum rigid angular velocity = 92.5815 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 7.83333</print>
  <print>maximum rigid linear velocity = 4.05444 (4)</print>
  <print>maximum rigid angular velocity = 92.0275 (6)</print>
  <print>TIME = 7.875</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 7.875</print>
  <print>maximum rigid linear velocity = 4.11501 (4)</print>
  <print>maximum rigid angular velocity = 92.0274 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 7.875</print>
  <print>maximum rigid linear velocity = 4.16895 (1)</print>
  <print>maximum rigid angular velocity = 90.6909 (6)</print>
  <print>TIME = 7.91667</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 7.91667</print>
  <print>maximum rigid linear velocity = 4.33141 (1)</print>
  <print>maximum rigid angular velocity = 90.6909 (6)</print>
  <scope name="CG"><time value="0.000121"/></scope>
  <print>time = 7.91667</print>
  <print>maximum rigid linear velocity = 4.44263 (1)</print>
  <print>maximum rigid angular velocity = 89.557 (6)</print>
  <print>TIME = 7.95833</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 7.95833</print>
  <print>maximum rigid linear velocity = 4.6106 (1)</print>
  <print>maximum rigid angular velocity = 89.557 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 7.95833</print>
  <print>maximum rigid linear velocity = 4.73053 (1)</print>
  <print>maximum rigid angular velocity = 89.4597 (6)</print>
  <print>TIME = 8</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 8</print>
  <print>maximum rigid linear velocity = 4.90316 (1)</print>
  <print>maximum rigid angular velocity = 89.4597 (6)</print>
  <scope name="CG"><time value="0.000131"/></scope>
  <print>time = 8</print>
  <print>maximum rigid linear velocity = 4.97408 (1)</print>
  <print>maximum rigid angular velocity = 92.0725 (6)</print>
  <print>TIME = 8.04167</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 8.04167</print>
  <print>maximum rigid linear velocity = 5.14996 (1)</print>
  <print>maximum rigid angular velocity = 92.0725 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.04167</print>
  <print>maximum rigid linear velocity = 5.2839 (1)</print>
  <print>maximum rigid angular velocity = 91.2955 (6)</print>
  <print>TIME = 8.08333</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 8.08333</print>
  <print>maximum rigid linear velocity = 5.4632 (1)</print>
  <print>maximum rigid angular velocity = 91.2955 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.08333</print>
  <print>maximum rigid linear velocity = 5.60191 (1)</print>
  <print>maximum rigid angular velocity = 90.5414 (6)</print>
  <print>TIME = 8.125</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 8.125</print>
  <print>maximum rigid linear velocity = 5.7841 (1)</print>
  <print>maximum rigid angular velocity = 90.5414 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.125</print>
  <print>maximum rigid linear velocity = 5.92749 (1)</print>
  <print>maximum rigid angular velocity = 89.6362 (6)</print>
  <print>TIME = 8.16667</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 8.16667</print>
  <print>maximum rigid linear velocity = 6.11213 (1)</print>
  <print>maximum rigid angular velocity = 89.6362 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.16667</print>
  <print>maximum rigid linear velocity = 6.25852 (1)</print>
  <print>maximum rigid angular velocity = 90.4789 (6)</print>
  <print>TIME = 8.20833</print>
  <scope name="CG"><time value="0.000047"/></scope>
  <print>time = 8.20833</print>
  <print>maximum rigid linear velocity = 6.44525 (1)</print>
  <print>maximum rigid angular velocity = 90.4789 (6)</print>
  <scope name="CG"><time value="0.000126"/></scope>
  <print>time = 8.20833</print>
  <print>maximum rigid linear velocity = 6.59311 (1)</print>
  <print>maximum rigid angular velocity = 90.2354 (6)</print>
  <print>TIME = 8.25</print>
  <scope name="CG"><time value="0.000054"/></scope>
  <print>time = 8.25</print>
  <print>maximum rigid linear velocity = 6.78162 (1)</print>
  <print>maximum rigid angular velocity = 90.2354 (6)</print>
  <scope name="CG"><time value="0.000126"/></scope>
  <print>time = 8.25</print>
  <print>maximum rigid linear velocity = 6.93024 (1)</print>
  <print>maximum rigid angular velocity = 90.3312 (6)</print>
  <print>TIME = 8.29167</print>
  <scope name="CG"><time value="0.000047"/></scope>
  <print>time = 8.29167</print>
  <print>maximum rigid linear velocity = 7.12028 (1)</print>
  <print>maximum rigid angular velocity = 90.3312 (6)</print>
  <scope name="CG"><time value="0.000129"/></scope>
  <print>time = 8.29167</print>
  <print>maximum rigid linear velocity = 7.25311 (1)</print>
  <print>maximum rigid angular velocity = 89.6968 (6)</print>
  <print>TIME = 8.33333</print>
  <scope name="CG"><time value="0.000052"/></scope>
  <print>time = 8.33333</print>
  <print>maximum rigid linear velocity = 7.4443 (1)</print>
  <print>maximum rigid angular velocity = 89.6968 (6)</print>
  <scope name="CG"><time value="0.000125"/></scope>
  <print>time = 8.33333</print>
  <print>maximum rigid linear velocity = 7.59847 (1)</print>
  <print>maximum rigid angular velocity = 88.862 (6)</print>
  <print>TIME = 8.375</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 8.375</print>
  <print>maximum rigid linear velocity = 7.79078 (1)</print>
  <print>maximum rigid angular velocity = 88.862 (6)</print>
  <scope name="CG"><time value="0.000125"/></scope>
  <print>time = 8.375</print>
  <print>maximum rigid linear velocity = 5.80684 (1)</print>
  <print>maximum rigid angular velocity = 90.2844 (6)</print>
  <print>TIME = 8.41667</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 8.41667</print>
  <print>maximum rigid linear velocity = 5.98947 (1)</print>
  <print>maximum rigid angular velocity = 90.2844 (6)</print>
  <scope name="CG"><time value="0.000131"/></scope>
  <print>time = 8.41667</print>
  <print>maximum rigid linear velocity = 5.7053 (1)</print>
  <print>maximum rigid angular velocity = 91.3626 (6)</print>
  <print>TIME = 8.45833</print>
  <scope name="CG"><time value="0.000049"/></scope>
  <print>time = 8.45833</print>
  <print>maximum rigid linear velocity = 5.88737 (1)</print>
  <print>maximum rigid angular velocity = 91.3627 (6)</print>
  <scope name="CG"><time value="0.000124"/></scope>
  <print>time = 8.45833</print>
  <print>maximum rigid linear velocity = 4.98922 (1)</print>
  <print>maximum rigid angular velocity = 90.9056 (6)</print>
  <print>TIME = 8.5</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 8.5</print>
  <print>maximum rigid linear velocity = 5.16438 (1)</print>
  <print>maximum rigid angular velocity = 90.9056 (6)</print>
  <scope name="CG"><time value="0.000118"/></scope>
  <print>time = 8.5</print>
  <print>maximum rigid linear velocity = 5.3416 (1)</print>
  <print>maximum rigid angular velocity = 91.3692 (6)</print>
  <print>TIME = 8.54167</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 8.54167</print>
  <print>maximum rigid linear velocity = 5.52067 (1)</print>
  <print>maximum rigid angular velocity = 91.3692 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.54167</print>
  <print>maximum rigid linear velocity = 4.40705 (1)</print>
  <print>maximum rigid angular velocity = 90.709 (6)</print>
  <print>TIME = 8.58333</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 8.58333</print>
  <print>maximum rigid linear velocity = 4.57231 (1)</print>
  <print>maximum rigid angular velocity = 90.709 (6)</print>
  <scope name="CG"><time value="0.000133"/></scope>
  <print>time = 8.58333</print>
  <print>maximum rigid linear velocity = 3.87314 (8)</print>
  <print>maximum rigid angular velocity = 90.0651 (6)</print>
  <print>TIME = 8.625</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 8.625</print>
  <print>maximum rigid linear velocity = 3.93047 (8)</print>
  <print>maximum rigid angular velocity = 90.0651 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 8.625</print>
  <print>maximum rigid linear velocity = 4.05388 (8)</print>
  <print>maximum rigid angular velocity = 89.3385 (6)</print>
  <print>TIME = 8.66667</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 8.66667</print>
  <print>maximum rigid linear velocity = 4.1307 (8)</print>
  <print>maximum rigid angular velocity = 89.3385 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 8.66667</print>
  <print>maximum rigid linear velocity = 19.6344 (1)</print>
  <print>maximum rigid angular velocity = 91.4554 (6)</print>
  <print>TIME = 8.70833</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 8.70833</print>
  <print>maximum rigid linear velocity = 19.4778 (1)</print>
  <print>maximum rigid angular velocity = 91.4554 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.70833</print>
  <print>maximum rigid linear velocity = 19.3221 (1)</print>
  <print>maximum rigid angular velocity = 90.9696 (6)</print>
  <print>TIME = 8.75</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 8.75</print>
  <print>maximum rigid linear velocity = 19.1673 (1)</print>
  <print>maximum rigid angular velocity = 90.9696 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 8.75</print>
  <print>maximum rigid linear velocity = 19.0135 (1)</print>
  <print>maximum rigid angular velocity = 90.2884 (6)</print>
  <print>TIME = 8.79167</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 8.79167</print>
  <print>maximum rigid linear velocity = 18.8606 (1)</print>
  <print>maximum rigid angular velocity = 90.2884 (6)</print>
  <scope name="CG"><time value="0.000121"/></scope>
  <print>time = 8.79167</print>
  <print>maximum rigid linear velocity = 18.7086 (1)</print>
  <print>maximum rigid angular velocity = 89.9869 (6)</print>
  <print>TIME = 8.83333</print>
  <scope name="CG"><time value="0.000043"/></scope>
  <print>time = 8.83333</print>
  <print>maximum rigid linear velocity = 18.5577 (1)</print>
  <print>maximum rigid angular velocity = 89.9869 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 8.83333</print>
  <print>maximum rigid linear velocity = 18.4078 (1)</print>
  <print>maximum rigid angular velocity = 93.7865 (6)</print>
  <print>TIME = 8.875</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 8.875</print>
  <print>maximum rigid linear velocity = 18.259 (1)</print>
  <print>maximum rigid angular velocity = 93.7865 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.875</print>
  <print>maximum rigid linear velocity = 18.1112 (1)</print>
  <print>maximum rigid angular velocity = 93.3743 (6)</print>
  <print>TIME = 8.91667</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 8.91667</print>
  <print>maximum rigid linear velocity = 17.9646 (1)</print>
  <print>maximum rigid angular velocity = 93.3743 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.91667</print>
  <print>maximum rigid linear velocity = 17.8191 (1)</print>
  <print>maximum rigid angular velocity = 94.6501 (6)</print>
  <print>TIME = 8.95833</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 8.95833</print>
  <print>maximum rigid linear velocity = 17.6747 (1)</print>
  <print>maximum rigid angular velocity = 94.6501 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 8.95833</print>
  <print>maximum rigid linear velocity = 17.5315 (1)</print>
  <print>maximum rigid angular velocity = 93.6935 (6)</print>
  <print>TIME = 9</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 9</print>
  <print>maximum rigid linear velocity = 17.3896 (1)</print>
  <print>maximum rigid angular velocity = 93.6935 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 9</print>
  <print>maximum rigid linear velocity = 17.2489 (1)</print>
  <print>maximum rigid angular velocity = 95.7329 (6)</print>
  <print>TIME = 9.04167</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 9.04167</print>
  <print>maximum rigid linear velocity = 17.1094 (1)</print>
  <print>maximum rigid angular velocity = 95.733 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 9.04167</print>
  <print>maximum rigid linear velocity = 16.9713 (1)</print>
  <print>maximum rigid angular velocity = 95.1915 (6)</print>
  <print>TIME = 9.08333</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 9.08333</print>
  <print>maximum rigid linear velocity = 16.8345 (1)</print>
  <print>maximum rigid angular velocity = 95.1916 (6)</print>
  <scope name="CG"><time value="0.000124"/></scope>
  <print>time = 9.08333</print>
  <print>maximum rigid linear velocity = 16.6991 (1)</print>
  <print>maximum rigid angular velocity = 95.2617 (6)</print>
  <print>TIME = 9.125</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 9.125</print>
  <print>maximum rigid linear velocity = 16.5652 (1)</print>
  <print>maximum rigid angular velocity = 95.2617 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 9.125</print>
  <print>maximum rigid linear velocity = 16.4326 (1)</print>
  <print>maximum rigid angular velocity = 94.8033 (6)</print>
  <print>TIME = 9.16667</print>
  <scope name="CG"><time value="0.000044"/></scope>
  <print>time = 9.16667</print>
  <print>maximum rigid linear velocity = 16.3015 (1)</print>
  <print>maximum rigid angular velocity = 94.8033 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 9.16667</print>
  <print>maximum rigid linear velocity = 16.172 (1)</print>
  <print>maximum rigid angular velocity = 94.2519 (6)</print>
  <print>TIME = 9.20833</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 9.20833</print>
  <print>maximum rigid linear velocity = 16.044 (1)</print>
  <print>maximum rigid angular velocity = 94.2519 (6)</print>
  <scope name="CG"><time value="0.000126"/></scope>
  <print>time = 9.20833</print>
  <print>maximum rigid linear velocity = 15.9176 (1)</print>
  <print>maximum rigid angular velocity = 97.716 (6)</print>
  <print>TIME = 9.25</print>
  <scope name="CG"><time value="0.000045"/></scope>
  <print>time = 9.25</print>
  <print>maximum rigid linear velocity = 15.7928 (1)</print>
  <print>maximum rigid angular velocity = 97.716 (6)</print>
  <scope name="CG"><time value="0.000122"/></scope>
  <print>time = 9.25</print>
  <print>maximum rigid linear velocity = 15.6697 (1)</print>
  <print>maximum rigid angular velocity = 98.3649 (6)</print>
  <print>TIME = 9.29167</print>
  <scope name="CG"><time value="0.000047"/></scope>
  <print>time = 9.29167</print>
  <print>maximum rigid linear velocity = 15.5483 (1)</print>
  <print>maximum rigid angular velocity = 98.365 (6)</print>
  <scope name="CG"><time value="0.000123"/></scope>
  <print>time = 9.29167</print>
  <print>maximum rigid linear velocity = 15.4286 (1)</print>
  <print>maximum rigid angular velocity = 97.5264 (6)</print>
  <print>TIME = 9.33333</print>
  <scope name="CG"><time value="0.000049"/></scope>
  <print>time = 9.33333</print>
  <print>maximum rigid linear velocity = 15.3108 (1)</print>
  <print>maximum rigid angular velocity = 97.5265 (6)</print>
  <scope name="CG"><time value="0.000125"/></scope>
  <print>time = 9.33333</print>
  <print>maximum rigid linear velocity = 15.1947 (1)</print>
  <print>maximum rigid angular velocity = 96.8043 (6)</print>
  <print>TIME = 9.375</print>
  <scope name="CG"><time value="0.000046"/></scope>
  <print>time = 9.375</print>
  <print>maximum rigid linear velocity = 15.0805 (1)</print>
  <print>maximum rigid angular velocity = 96.8043 (6)</print>
